#ordinal	x	y	z	name	classtag	bodies
28368	659632	72751	1834084	QUANGCHO STAR	11	
28369	3566416	-4223957	-522360	CALI	1	5
28371	4086768	-4311795	80929	DEAD STAR	6	
28372	4362480	-4333712	192997	NEOS	0	4,6
28375	4273200	-4548925	-919130	FRED	9	2
28378	3304272	-5131155	-99653	LONG GONE	10	
28379	2766416	-5508132	289210	NOMICRON	0	
28380	3079984	-5552043	877524	TULON	0	
28381	2066416	-5483581	823400	HEPEROS	0	
28382	1108208	-5138861	408467	FELYS	0	4
28384	356784	-5202863	-8214	ICTHUS	1	
28386	4046064	-4396081	-2218247	PILSON	11	1
28388	4270352	-4415428	-2840399	YERN	0	1,2,3,4,5,6,7,8,9,10,11
28399	2508208	-4370789	-979759	FUEL STAR 1	6	
28400	1877136	-4642805	-326342	PINTON	0	1,3,5,23,24
28406	1063568	-4731018	-338793	CAIN	0	3,4,5,15,16,17,19,21
28416	1325712	-727959	-725167	MISTERIOSO	4	2
28423	2563568	-4504467	-1834688	ESSA	10	1,2
28425	2839280	-4519379	-1356700	PHOTONIS	11	1,2
28428	-532496	-136737	-369097	RADIANCE	4	1
28432	-852848	-253347	-1135839	GOLDEN SUN	0	4,5,15
28437	4014992	-4820064	-2117474	KARAD	0	1,2
28440	4114992	-4825140	-2185370	CENT I	6	
28441	4252848	-4838193	-2177433	FENISTIL I	5	
28442	4214992	-4830216	-2254873	UL	1	1,2,3,4,5,6,7,8,9,10,11
28454	4152848	-4818786	-2113321	TURAM	11	1,2
28457	4083920	-4839555	-2094433	FENISTIL II	5	1,2
28463	4146064	-4893991	-2244689	LARANA	4	1,2,3,4,5,6,7,8,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
28519	4190704	-4843563	-1729734	SYL	0	1,2,3,4,8,9,10,11
28528	4273200	-4248925	-980280	IDIOTA'S PRIDE	1	
28529	4648912	-4343891	-625771	FREE FUEL FOR ALL	6	
28531	4893552	-4526601	-435894	HIDDE	0	1
28533	3997488	-3863426	-1249943	FOWL	0	
28534	4666416	-3329333	-1614139	HOWL	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
28561	3959632	-4740688	-1496471	WANDERLUST	10	1
28564	3314992	-4684534	-1413784	JEWELBOX	0	1,2,3,4,5,6
28573	3366416	-4532527	-456539	DINKY	7	
28578	3166416	-4550509	-42178	PERSEUS	4	1,2,3,4,5
28587	-12144	-272689	285737	DARK AND STORMY NITE	0	1,2,3,4,5
28590	556784	-397200	69785	DARKFIRE	5	1,2
28591	-250000	-632086	443738	BACHELOR	8	
28592	3314992	-4584534	-1424016	TOADYSTARRO	8	1,6,9,10
28597	3452848	-4614008	-1438335	BLINKERS PRIME	1	1
28600	6355696	-5924341	-1966726	BEENHERE	0	
28605	5593552	-6755564	-1127776	TANKERSLEYSTAR1	4	1
28607	5769264	-6836116	-738272	TANKSTAR2	8	1,2,3,4,5
28613	6244976	-6921378	-565403	TANKSTAR3	3	3
28615	6113904	-7046143	-420444	TANKSTAR4	4	
28616	5476048	-7157484	166722	TANKSTAR5	6	
28617	5707120	-7261550	-440786	TANKSTAR6	0	1,2,3,4,5,6,7,8,9,10,11
28629	6344976	-7429440	-652444	TANKSTAR7	0	1,2,3,4,5,6,7,8,9,10,11,12,14,23,25,28,29,31
28648	6713904	-7537506	-983514	TANKSTAR8	0	1,2,3,4,5,6,7
28656	6062480	-7732243	-1519277	TANKSTAR9	0	1,2,3,4,5
28662	5811056	-7824298	-2119859	TANKSTAR10	0	1,2,3,4,5,6,7,8,9,10,11,12
28676	4459632	-8123749	-1802168	FARFLUNG-LT-SOO	0	1,2,3,4,5,6,7,8,9
28685	4690704	-8185939	-2278619	DRY RUN-LT-S00	0	
28686	4883920	-8237486	-2939158	QUIBBLE-LT-SOO	0	1,2,3,4
28691	3970352	-8422267	-2803319	SCHNITZEL-LT-S00	0	1,2,3,4,5,6
28698	4470352	-8527919	-3255560	BIGDOG-LT-S00	0	1,2,3,4,5,6,7,8,9,15
28709	3850000	-8750000	-3950000	ANOTHER DRY RUN	0	
28710	4425712	-8850054	-3757310	WEEONE-LT-S00	0	1,2,3,4,5,6,7,8,9,10,11
28722	4608208	-8899751	-3028540	FERGUS-LT-S00	0	1,2
28725	3939280	-9043244	-2453294	EDDIE-S00	0	1,2,3,4,5,6,7,8,9,10,11
28737	2881072	-9084020	-3032220	PAT-S00	0	1
28739	2374288	-9142597	-2907554	BABY-S00	0	1,2,3,4,5,6,7
28747	2450000	-9163415	-2284508	NO GO HERE-S00	0	
28748	3025712	-9303498	-2378735	BART-S00	0	5
28751	2859632	-4626413	-229375	LONELYSTAR	0	
28753	3279984	-4998535	361154	PU	0	5
28920	4521776	-5034779	-2227769	UNIET	11	1
28922	4259632	-5053825	-1757486	SCHEAM	10	1
28923	3752848	-5041158	-1710166	COMWI	11	1,2,3
28927	3552848	-5033415	-1534372	KAFRI	11	1,2
28931	3408208	-5020650	-1916890	AFEAG	7	1
28933	3677136	-5523457	-1880317	TRAVG	7	1
28934	3652848	-5521750	-1649760	JASD	7	
28935	4052848	-5346901	-1793103	CHARPRO	7	
28936	4390704	-5294299	-1968720	TEAGGEA	7	
28937	4666416	-5329333	-1550966	AGEAD	7	
28938	4973200	-5331331	-1622489	ASEF	7	
28939	5279984	-5327180	-1583326	ANNOYED	7	
28940	5648912	-5385991	-1653487	YREA	7	
28941	5948912	-5837943	-1946082	KETA	7	1
28943	6217840	-5848306	-2207199	SOLITARY CONFINEMENT	7	
28944	6462480	-5840007	-1924453	GERAS	11	1,2
28947	7176048	-5872715	-1624564	IEAS	11	1
28950	3983920	-4627313	-2037785	KILLEBREW	0	
28952	3663568	-4179686	-2879759	DISPARINGEN	0	1,2,3,6,7,8,15,16,17
28962	4617840	-4649796	-645240	ADELEUM-ORANGE	4	1,2
28965	3446064	-4408620	-1594079	WOLFE 001	11	
28967	2908208	-4507513	-1355104	HO HUM	8	1,2,3
28970	1756784	-4533924	-1146443	CORON	6	
28971	2108208	-4434064	-638268	PIONEER	0	1
28973	3869264	-5444472	1174868	SYSTON	0	4
28975	4877136	-4743462	-3053809	SHOGUN	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
28992	4270352	-4818087	-3042167	FUEL 2837	5	1,2
28998	4294640	-4842645	-3606155	HEADLIGHT	11	1,2,3,4,5,6
29003	3677136	-4440439	-2078563	PERIOD	8	1,2,7,8,9,11,12,13,14,16,17,19,20
29020	3924624	-4582492	478346	UNKNOWN STAR / CLASS	9	1
29022	5876048	-5541237	-493927	VERCANUS I	11	1
29024	6782832	-5718985	-1017628	DOMINUS I	2	
29026	6569264	-6118801	-1549064	FELISIA 2	0	7
29027	8177808	-6621829	3095971	YELLOW FELESIA	0	4
29029	7771024	-6318834	3289449	YELLOW FELISIA	9	
29030	8191376	-6724363	3962570	RESTORA	8	
29888	356784	74457	270756	SPACE ODDYSEY	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
29919	-1032496	11632	312057	CPN 17	6	
29964	-25712	-384974	-521729	LITHIUM HERE 2	6	
29966	263568	3297	572181	MASWO	0	1,2,3,4,5,6
29974	625712	-20217	-47143	SAUERKRAUT 1	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
29992	763568	-21186	14436	LONLEY SUN 2	0	
30065	3677136	-5123457	-1948694	HEART OF ICE	11	1
30066	3983920	-5227313	-1995302	HEARTBEAT	1	
30068	3752848	-5467182	-1432270	EDWARDIUS PRIMUS	6	
30074	4028560	-5541484	-1277808	COLDDRIFTER	5	1,2,3,4,5
30076	3166416	-5741207	-300507	EDWARDIUS BEACONUS	8	
30079	4079984	-5122422	-371686	PURPLE PLEASURE	1	1,3
30081	3177136	-5391473	-1586922	AURA OF RAGE	3	1,4
30098	4673200	-4522749	-1126988	ANO THROSKO	8	
30100	5179984	-4634153	-1332711	CROW	1	3,8,9
30103	5662480	-4624480	-1082346	KURTCOBAIN	6	
30104	5976048	-5034967	-629066	CARL SAGAN	0	1,2
30107	6500336	-5130456	-1638585	APOTHEKE	6	
30108	6193552	-5324215	-1721844	FAT CHANCE	0	3,5,7
30112	6431408	-5601853	-1620636	3 LIL MARIANNES	0	1,2,3,4
30117	-50000	-346418	201517	FRED	0	
30120	12144	-354769	-222098	EYEQ	0	3,4,7,8,11,12,18,23,25,30,34,35,36,37
30133	274288	-490634	-619464	WAYWARD	10	
30134	587856	-670599	-234908	KEBAB	11	1
30136	387856	-327605	-23167	STEVE	0	
30138	763568	-401200	235420	URCHIN	10	1
30143	1032496	-5728	-40498	OVID	0	3,4,5,8,11,12,18
30148	1163568	-188344	-422812	SETH	11	2
30149	956784	-443767	-607581	LARRY	8	1
30151	581072	-817758	-734678	RAPIER	8	2
30153	774288	-878393	-1085594	GEL FISH	9	
30154	1118928	-1267004	-859596	PLASMA	10	
30155	1898576	-4865451	-2888785	AMBIENCE	0	5
30160	-425712	-29129	150607	YELLOWISH	0	1,2,5,9,11
30161	356784	-302863	-10167	VERFALAMAYA	0	1,2,3,4,5,6
30181	81072	-322514	-244542	PHLEGMANA	0	4,8,19,20,24,25,28,31,32,33,35,36,39
30183	5360	-436337	-548562	GREMMAYKALA	0	4,5
30185	2359632	-1743452	251557	MULTIPLARA	8	4
30188	4759632	-4727311	-2098670	LARGE YELLOW STAR	0	1
30256	2935344	-4530986	217285	GRIMNEBULIN	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
30257	3028560	-4472833	-227626	CROMLECH	6	
30271	4686768	-5139542	-612703	THE BITTER WORD	11	
30272	4648912	-5143891	-664846	BITTER WORD	0	5,7
30275	2152848	-5123860	-111648	RO GIANCOLL	0	3,5
30279	160720	109347	-1256572	LONE GRAIN OF SAND	4	
30280	736432	-44137	-1337028	SMALL LONE DWARF P1	5	1
30282	1667504	-313447	-2389915	WHITE PEARL P4	2	1,2,3,4
30287	4369264	-4800882	566404	FELIS AURORUM	0	4,5,9
30290	4582832	-4950628	1266235	TARVOLA	0	2
30292	4469264	-5487862	696708	VERDULOM	0	4,22
30295	4589616	-6076815	1671040	AL FASEQ	0	4
30297	6719600	-6438096	3202274	VERTIGO SIMPLEX	8	9,10,16
31270	2252848	-4361807	53852	DAVROS	0	
31271	1477136	-4408490	131597	MORTIGO	6	
31272	1746064	-4444149	177306	ZUABAR	0	1,2,3,4,5,6,7
31280	2321776	-4647893	72894	ENIAWD	3	1,2
31283	2452848	-4714952	-180972	POKER MAFIA	1	1,2
31286	4786768	-4671191	-699451	DEVIL'S PLAYGROUND	3	
31287	5421776	-5345209	-3069734	LI+ STATION 001	6	
31288	2074288	-1798994	-2427302	VISVARUPA	8	
31289	1863568	-2096405	-1031409	LITHIUM STATION 1	6	
31290	2994640	-4045928	-2255363	CARMEXIA	9	1,2,3,4,5,6,7,8,9,10
31308	3477136	-5741968	-1662225	TRIPLET	8	6
31315	174288	-119297	-549835	SOLARUS MINOR	1	21
31316	336432	-213703	-1003045	PAPPIOLAN	9	8
31320	6361392	-90819	2187335	PAPPADELTA	3	10
31321	5076048	-5253900	520153	DESIRE	0	1,2,3
31326	5551760	-5103333	455307	YUTE	3	5
31329	3066416	-3864474	-215906	NUROPHONIC GALACTICA	0	7
31331	2659632	-3947014	27783	ION+ #1	6	
31336	4359632	-4268513	-1690925	OLD GRAY MARE	6	
31337	4228560	-4235214	-1429671	MEDEA	6	
31338	4473200	-4228644	-1195059	EREBUS	10	1,2
31342	2770352	-4528842	-1337285	NEAR SHOT	3	
31343	2025712	-4666774	-1326670	HOPPER	6	
31344	2056784	-4710337	-1488534	RED BREATH	4	4
31348	2018928	-4764914	-1771793	BLUE BERTH	1	1,2
31350	3552848	-4633415	-1501152	COLLUSUS	1	1,18,77
31353	3321776	-4723134	-1007743	LONELY BLUE GIANT	1	
31354	3459632	-4762483	-942547	BEAR HUG	1	1
31357	3446064	-4908620	-1610482	PERFECTLY UNSUITABLE	10	1
31359	3552848	-4845109	-1341753	SEARCH BEGINS	1	
31360	3452848	-4818536	-1177808	DEEPER BLUE	1	71
31361	3752848	-4867182	-1441718	THE FIRST STEP	3	1,2,4
31365	3752848	-4941158	-1623997	THE SECOND STEP	3	1,2,3,6,7,8,9,10,11,12,13,16,29,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
31402	3790704	-5011018	-1396148	THE THIRD STEP	3	14
31404	3897488	-5024932	-1047852	CONCENTRIS	10	1
31406	3835344	-5033056	-634651	CONCENTRUS 2	5	1
31408	3435344	-5062017	-329725	SINGULARITY	7	1
31411	2428560	-5391642	309596	JUST HOME	9	13
31413	2152848	-5623860	-112639	NEW WARMTH	4	1,33
31415	1601424	-5741910	-536110	MY ESCAPE	1	1,2
31419	1325712	-5927959	-639746	HIDDEN GIANT	1	2
31420	3755696	-4439584	668232	ENSPRIS	10	1,2
31423	525712	-577223	180064	STILLNESS IN SPACE	0	
31424	839280	-679071	589926	HOPE IN SPACE	0	
31425	1114992	-803939	798372	LIFE IN SPACE	0	3,7
31431	3766416	-4577313	-869757	FUEL04	5	
31432	325712	-222307	374971	CRIMSON GLOW WORM	3	1
31434	150000	-229677	71472	LONLINESS	7	
31435	-218928	-344011	55419	DISCOVERING	0	1
31437	-118928	-336846	44492	QUESTIONS	0	
31438	-187856	-283432	60619	ICY CHILLS	0	46
31440	-587856	-440757	354099	DEEP PULSE	11	1
31442	-525712	-533043	-22587	LONELY S06	6	
31444	-463568	-621765	-202320	CHILD BEARER	11	1,2
31446	-470352	-640152	-549872	RUN AWAY	10	1,2
31449	-463568	-721765	-154754	BUNNY WARREN	0	
31450	-594640	-832157	79011	STEPPING STONE	4	
31451	-618928	-872674	472908	APART	8	
31452	-581072	-985516	780711	ACCOMPANIED	8	
31454	-743216	-1049718	1167826	TENTATIVE LIGHT	7	1
31455	-736432	-1147738	1551120	ETERNAL FIRE	10	1
31457	-698576	-1232931	1871014	EVERYTHING	0	
31458	-729648	-1245261	2159684	A FALSE HOPE	8	
31460	-485008	-1322727	2464057	LARAS' MEMORY	8	2,5
31462	4366416	-4739783	-1345465	OLD REDDY	3	2
31464	3921776	-4763420	-1645195	GUMMY	9	55
31466	4466416	-5292609	-1437978	STABILITY	2	6
31468	4804272	-5431733	-1548329	LIFELESS	0	
31469	4711056	-5570276	-1132451	GLOWY	0	13,18
31472	4635344	-5706207	-1531597	MANY CHILD	1	
31487	2452848	-6151009	-358039	DEMIOURGOS	0	1,2,3,4,5,6,7,8,9,10,11,12,29
31503	4070352	-5460192	-2649636	MORCHINIA	4	
31508	3818928	-6260735	-3560794	BIGJIM	1	
31509	4290704	-5753395	-1931866	SHELLEYSTAR	0	1
31511	4590704	-5845035	-2143554	GHOSTTRAINSIGMA	10	
31512	4966416	-6018883	-1864728	GAMMA JENAN	0	1,2,3,4,6
31518	4459632	-6049965	-1947067	SIGMA DULLIS	2	1
31520	4421776	-6101041	-2124173	YARPISHRIA	7	
31521	4283920	-6064038	-2308770	SCAARAT	10	1,2
31524	3870352	-6136279	-2637786	SHMILOS	0	1,2,3,4
31559	2983920	-4535971	-1006252	BLUNA	11	
31560	3339280	-4596688	-1907433	BLUENEB	5	
31562	3670352	-4726447	-2505344	PINKINY	3	
31563	3632496	-4833795	-2546333	FUEL S06	6	
31564	3739280	-4904750	-2261156	FANIRINA	3	10
31567	160720	9347	-1243007	DWARNIA	7	1
31570	178224	-306060	-2325049	REDONIA	3	3
31571	656784	-3257779	-309914	PHOSPHOROUS	0	4,20
31574	-118928	-536846	36807	TEDDY	0	4
31576	12144	-554769	-203197	SILICA	0	1,16,20
31580	-425712	-797215	-142477	LUMINANCE	1	6,7,8,9,10
31582	167504	-1555824	-843778	FORGE	3	1,19
31585	160720	-1642017	-1496678	BLUETOOTH	1	39
31587	743216	-2074788	-991483	WHITE TIGER	1	20
31590	4286768	-5144020	-157515	SERAXIS PRIME	8	1,3
31594	2977136	-5057174	-1172604	LITHIOS	6	
31597	3811056	-4807894	-210506	THELEQUIST	9	2
31599	3735344	-4873064	-573923	VOLTAIC	4	1
31603	4173200	-4674602	-896312	VERFLIXT	9	1,2
31606	4128560	-4903885	-1360677	DEATH TRAP	1	
31610	4297488	-4141055	-1473285	TUTATIS	0	1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22
31632	3952848	-4279972	-1864582	DUSKIS	4	1,2
31639	3921776	-3763420	-1571101	FANTIS	0	1,2,3,4,5,6,7
31647	4259632	-4144350	-1589109	DIMMIN	5	1
31649	4328560	-3997615	-1543936	CRIMSOS	4	1,2,3,4,10,12,14,15,16,34,35,53
31662	3859632	-3454480	-1178467	LONITURI	0	
31663	4273200	-3965722	-767003	LAXIUS	4	1,2,3,4,5,6,7,8,9,10,11,12,15,16,17,18,20,21,23,26,27,28,36,38
31690	4166416	-4103058	-1094541	TRIPLESTAR-PRIME	8	1,2,3,5,13,17,18,19,20,22,24,37,54
31710	-125712	125787	-194241	VILVETOS	0	1,2,4,5,6
31716	4907120	-4337961	458927	ORANGIAN	4	1,2
31719	4700336	-4332862	233642	REDIAN	3	
31720	4762480	-4456213	-4835	GESTERN	0	1,2
31723	4900336	-4448666	65701	S05 FUEL SOURCE	5	
31724	4762480	-4341476	-242178	DOZIS	10	1
31726	4855696	-4327844	-667718	REDORAN	3	1,2,4,5,6,7,9,10,12,14,15,16,17,18
31741	4576048	-4322743	830100	SKARRJ	0	1,2,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23
31763	3483920	-4497178	-1535307	PI	2	
31764	-5360	-182929	749773	WOLF S0-1	0	
31765	4773200	-4851613	-1483503	WOLF S0-2	0	
31766	4352848	-4795547	-2112658	WOLF SO-3	0	
31768	4583920	-4900762	-2548445	CARYN	0	5,6
31772	3590704	-4229210	-1206084	GAS STATION 1	6	
31776	3628560	-4254023	-915798	RIZI	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
31792	3466416	-3909260	-628840	LONE BIRD	0	
31794	3742128	-3928007	-212877	NIMAS	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
31818	3879984	-3933256	59647	EVESTAR	11	1,2,3
31822	3521776	-4259539	-1152662	DOUBLE DULL	8	1
31825	4135344	-4644104	-936740	GLACIAL CALM	1	
31831	4817840	-4667690	-817526	PYRE	3	1,2,3,4,5,6,7,8,9,10,11
31839	-439280	-76652	-903531	PHORIA	3	4
31840	5062480	-4612834	-546758	GONTURAN	11	3
31846	4221776	-4433564	-1858079	NO FUEL HERE	6	
31848	4435344	-4755151	-1301265	TRIO	0	1,7
31849	4711056	-4770276	-1069633	OZONIA	0	1,2,3
31850	4273200	-4848925	-989052	NIL	6	
31851	3897488	-4924932	-1082120	POWERLESS	6	
31852	3959632	-4909715	-1345957	HE-MAN	6	
31853	3559632	-5010553	-1146049	NICOTINE	0	
31854	3959632	-5009715	-1292955	ZILCHO	0	
31855	4304272	-5164874	-1051402	DOS EQUIS	0	
31857	4579984	-5173244	-727048	TRILLON	0	3
31858	4917840	-5192172	-880421	EMPTY QUARTER	6	
31859	4435344	-5255151	-1297248	ZIPPO	6	
31860	4028560	-5341484	-1330445	POWER	6	
31861	4159632	-5736827	-1733065	KARIN	0	5
31863	3421776	-4325800	-1028438	SOPHIA GLORIA	10	
31864	3177136	-4438663	-1400824	EARA BELLARO	9	1
31866	2677136	-4642507	-1051450	GRAND EASEL	1	
31909	2494640	-5626202	-1771303	MULTIPLE SYSTEM	8	
31910	1636432	-5716987	-2236086	REDGORMER	0	3
31912	2460720	-4479008	-3597722	SEB	0	1,5
31915	2102512	-4698586	-4730620	DISTANTA	10	1
31917	2371440	-4775093	-4832136	FURY	3	1
31919	4135344	-3844104	-931765	LITHIUM DELTA	6	
31920	3583920	-4209420	-1565308	LITHIUM PRIME	6	
31921	3966416	-3899706	-1028195	PWIN	0	1,2,3,5,10
31927	2501424	-4364880	-1388893	KOKILO	3	1,2,3,4,6,7,8,9,10,12,13,14,17,18
31943	3546064	-4406530	-1744651	VIACOM	1	8
31945	3559632	-3910553	-1121896	RSVP	0	4
31947	4621776	-4737445	-2346815	ALAN PARSONS	0	1
31949	3301424	-4840099	-2158700	TEXACO III	6	
31950	2156784	-5294504	-1743812	RENATA	5	
31951	-136432	54931	1178117	SHELL II	6	
31964	4004272	-4232329	-774173	OCTOBER	7	1
31968	3852848	-4293755	-1613683	POISON	1	1,9
31969	4197488	-3871488	-1333849	FER	0	
31978	4679984	-4583396	-755859	LUMINARE	4	5
31979	4611056	-4574456	-924719	AGNI	1	
31981	4917840	-4592172	-894551	DESEADA	6	
31983	5262480	-4636210	-419139	SURYA	0	1,2,3,4,5,6,7,8
31991	5438192	-4645464	-174286	VANA	6	
31992	5407120	-4601856	-59060	FONS	6	
31993	4769264	-4635633	434753	PUSHAN	0	
31994	4159632	-4389114	-1467954	INSANITY	2	
31995	4279984	-4428393	-580816	MADNESS	4	1,2
31999	3083920	-4448212	-1126274	AARON	3	
32000	3873200	-4539766	-395636	JULIO	6	
32001	4086768	-4511795	67183	GREGORY	6	
32002	4079984	-4522487	-187799	JOVANNI	7	1
32004	3439280	-4765935	-2020859	BILLET DRUM	0	4,6
32009	1756784	-6033924	-1223400	PROMAT	0	1,2,3,4,5,8,9,10
32011	1739280	-5964442	-310896	PIGN	0	1,2,3,4
32014	598576	-4279484	-1591122	AEX	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
32052	2270352	-5687361	-930884	BLUEMUG	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
32097	2101424	-6142806	-960659	BULBI	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
32105	3479984	-3304507	183089	LOSTNFOUND	4	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
32139	3779984	-3313464	-52977	LAGRAND	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
32227	1870352	-5220454	-727553	DIGENO	0	1,2
32230	1225712	-4716037	-567956	DYAKING	8	1,2
32233	1463568	-4728350	-437812	LANE	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
32312	2001424	-5963984	-892071	TURE(LI)	6	
32313	2070352	-5932126	-728107	RATU(!LI)	6	
32314	1608208	-5920927	-120051	FARMA	0	1,2,3,4,5,6,7,8,9
32324	1921776	-5644011	440921	AWET	0	1,2,3,4,5
32330	1377136	-5474191	421310	LAGIG	0	1,2,3,4,5,6,7
32338	4276048	-4146733	1284897	WISWAN	9	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
32419	3477136	-4442209	-1890761	BLUE JEWEL	7	
32420	3346064	-4510710	-1509249	TAGERIA	8	
32421	2970352	-4784077	-1575044	SCORPIA	6	
32422	2594640	-4976362	-1862146	SAPPHIROS	1	
32423	2156784	-5246165	-1612031	GAZURIA	9	
32424	2325712	-5264684	-1636925	DISTANT GLOW	9	14
32428	3728560	-3416425	-988306	NORMALITY	0	4
32433	4969264	-4622360	-20468	HOT WATER	11	1,2,3
32438	5982832	-5301985	-232771	TROPICAL FRUIT	0	1,2,4,5,6
32443	-518928	-365508	409375	DON'T BOTHER	9	
32445	-1139280	-528850	7837	LUCKY THIRTEEN	0	1,3,4,5,6,7,8,9,11,12,13
32457	3452848	-4218536	-1189215	NOVALIS	0	1,2,3,4
32465	3552848	-3945109	-1330204	TI-PET	0	1,2,3,4,5,6
32469	3759632	-3830317	-1038610	NNOZAM	0	1
32471	2722864	-4994119	-4161303	EMILY'S STAR	0	4
32473	1570352	-4124634	-351480	TERRING-A1	0	3,5
32476	5576048	-4358380	-13736	LITHIUM PORT	6	
32477	3663568	-4036433	-2681193	BESSIE12	0	
32479	6273200	-4059677	-3008243	MANY HABITALE	0	
32489	3673200	-4471914	-400699	FONTELITIO	6	
32498	4459632	-4949965	-2023422	VIVENDIL	0	1,2,3,4,5,6,7,8,9,10
32502	3952848	-4720328	-1677869	OLDIE	10	1
32503	4397488	-4779550	-1620594	PULSONIO	11	1,2,3
32508	2935344	-4630986	272990	NARANJITA	4	1,2,3,4,5,6,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,36
32528	4551760	-4429306	1490521	VIERNES	0	1,2,3
32532	5555696	-6149718	-1148640	ESTREYADOS	8	1,2,3,4,5,6,7,10,11,12,13,14,15,16,17
32548	4177136	-5058332	-2552934	SOLITIA	0	
32556	3170352	-4739313	-1769991	ARG-MINAS	0	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
32564	2904272	-4631453	328313	PULSITIUS	11	
32610	2432496	-4960346	-1369595	ROTATIVA	7	1
32612	1812144	-5358949	-2049157	LIGURIA	3	1,2,3
32616	3025712	-4803498	-2383158	VACUITY	0	
32646	-369264	-7766123	-4456750	FONTELITIO 26	6	
32647	-813904	-8187499	-4814222	FONTELITIO 27	6	
32680	56784	-249130	513660	MENDOZA STAR	6	
32728	5338192	-5634993	-63131	SUNRISE BASE	0	3,5
32729	5713904	-5616305	28235	WAFFLE BASE	0	6,7
32732	5107120	-5642162	170503	CHOCOLATE BASE	8	6
32734	5251760	-5611554	587346	IMPERIAL POST 2	8	
32811	-1247152	-1219378	3346361	HIGHWAY 55	9	
32812	-953936	-1469504	2789912	 HIGHWAY 56	3	
32813	-491792	-1823036	1968532	HIGHWAY 57	7	
32814	-98576	-2112650	1189619	HIGHWAY 58	7	
32815	294640	-2402336	458740	HIGHWAY 59	2	
32816	756784	-2637784	-145999	HIGHWAY 60	0	
32817	1156784	-2870021	-739778	HIGHWAY 61	11	
32818	1487856	-3033001	-1230681	HIGHWAY 62	8	
32819	1056784	-2341358	-719400	HIGHWAY 63	9	
32820	350000	-1444008	-157648	HIGHWAY 64	10	
32821	856784	-815105	-460894	HIGHWAY 65	4	
32822	-81072	273900	307310	BALASTRACKON HIGHWAY	6	
32859	4111056	-4495355	-433804	SCHEERS_FIRST_FOLLY	8	
32860	4386768	-4475669	-295528	EMBER IV	3	
32861	5493552	-5026325	-935791	CHRONOS VII	0	4
32863	5317840	-5059032	-1306717	LITHUANIA I	6	
32865	5855696	-5256586	-1540157	EVEREST II	0	2,3
32867	3773200	-5146237	-526559	ICE CUBE IV	0	3
32869	1846064	-5242059	-16	SCHEER'S EDEN	0	4
32871	2059632	-5308818	653770	NULL+VOID	0	
32872	939280	-5348318	559222	EINSTEIN	11	1
32874	256784	-5520787	274374	FUEL-LESS1	6	
